jop_title,company_name,company_location,jop_exp,jop_num_exp,jop_skills
Project Engineering Manager,Confidential,"Nasr City, Cairo, Egypt",Experienced,7 - 10 Yrs of Exp,"[' Engineering - Construction/Civil/Architecture ', ' Project/Program Management ', ' Engineering ', ' Management ', ' MS Office ', ' Project Management ', ' Leadership ', ' AutoCAD ', ' Computer Science ', ' 3D Designing']"
Student Information System (SIS) Specialist,Zewail City,"6th of October, Giza, Egypt",Experienced,4 - 5 Yrs of Exp,"[' Installation/Maintenance/Repair ', ' IT/Software Development ', ' HTML ', ' CSS ', ' SQL ', ' Software ', ' Information Technology (IT) ', ' Information Systems ', ' Computer Science ', ' Computer Engineering']"
Strategic Security - GRC Consultant,Help AG,"Dubai, United Arab Emirates",Not specified,None,"[' IT/Software Development ', ' Sales/Retail ', ' Engineering - Telecom/Technology ', ' information technology (it) ', ' computer science ', ' sales ', ' sales skills ', ' management ', ' business development ', ' analysis']"
Associate Project Controls Specialist II,Fluor Corporation,"Riyadh, Saudi Arabia",Not specified,None,"[' IT/Software Development ', ' Project/Program Management ', ' Engineering - Telecom/Technology ', ' information technology (it) ', ' engineering ', ' computer science ', ' microsoft office ', ' management ', ' computer skills ', ' software']"
Frontend Developer,appcorp,"Cairo, Egypt",Experienced,2 - 3 Yrs of Exp,"[' IT/Software Development ', ' Engineering - Telecom/Technology ', ' HTML ', ' Database ', ' CSS ', ' Computer Science ', ' CodeIgniter ', ' AJAX ', ' Information Technology (IT) ', ' MySQL']"
Executive Support Specialist,Foreground Consultancy,"Doha, Qatar",Not specified,None,"[' Customer Service/Support ', ' IT/Software Development ', ' Engineering - Telecom/Technology ', ' Information Technology (IT) ', ' Customer Support ', ' Customer Service ', ' Customer Care ', ' Technical Support ', ' Computer Science ', ' Installation']"
SR PLANNING AND BUSINESS SUPPORT SPECIALIST,Mekdam Holding Group,"Doha, Qatar",Not specified,None,"[' Business Development ', ' Customer Service/Support ', ' IT/Software Development ', ' Business Development ', ' Customer Service ', ' Customer Care ', ' Customer Support ', ' Business Administration ', ' Computer Science ', ' Information Technology (IT)']"
Network Admin Support Lead,Foreground Consultancy,"Doha, Qatar",Not specified,None,"[' IT/Software Development ', ' Sales/Retail ', ' Engineering - Telecom/Technology ', ' information technology (it) ', ' sales ', ' computer science ', ' sales skills ', ' engineering ', ' administration ', ' admin']"
Lead of Site Planning EPC-3/4 (N-1217-1),Mekdam Holding Group,"Doha, Qatar",Not specified,None,"[' IT/Software Development ', ' Marketing/PR/Advertising ', ' Engineering - Telecom/Technology ', ' information technology (it) ', ' engineering ', ' computer science ', ' sales ', ' english ', ' sap ', ' software']"
Business Analyst,DX Republic,"Cairo, Egypt",Experienced,3 - 5 Yrs of Exp,"[' Analyst/Research ', ' Analysis ', ' analytical ', ' Business Analysis ', ' Computer Engineering ', ' Communication skills ', ' Business Analyst ', ' Computer Science']"
Senior Administration Analyst,Raytheon,"Riyadh, Saudi Arabia",Not specified,None,"[' IT/Software Development ', ' Analyst/Research ', ' Engineering - Telecom/Technology ', ' Information Technology (IT) ', ' Computer Science ', ' Analysis ', ' Business Analysis ', ' Computer Engineering ', ' Engineering ', ' Software Development']"
Power Apps and Power Automate Developer,UHRS,"Abu Dhabi, United Arab Emirates",Not specified,None,"[' IT/Software Development ', ' Engineering - Telecom/Technology ', ' Engineering - Mechanical/Electrical ', ' Computer Science ', ' Information Technology (IT) ', ' SQL ', ' BI ', ' Business Intelligence ', ' Power BI ', ' SharePoint']"
Business Analyst - Saudi National Preferred,Persistence Recruitment,"Riyadh, Saudi Arabia",Not specified,None,"[' IT/Software Development ', ' Analyst/Research ', ' Engineering - Telecom/Technology ', ' Business Analysis ', ' Information Technology (IT) ', ' Computer Science ', ' Analysis ', ' Software Development ', ' Software ', ' Computer Engineering']"
Experience Management Lead - Assurance (Workforce planning),Ernst & Young,"Riyadh, Saudi Arabia",Experienced,Customer Service/Support,"[' Operations/Management ', ' Sales/Retail ', ' Sales ', ' Customer Care ', ' Customer Service ', ' Management ', ' Customer Support ', ' Information Technology (IT) ', ' Sales Skills']"
GRC Consultant,Help AG,"Riyadh, Saudi Arabia",Not specified,None,"[' IT/Software Development ', ' Engineering - Telecom/Technology ', ' Training/Instructor ', ' information technology (it) ', ' computer science ', ' computer engineering ', ' cissp ', ' cisa ', ' cism ', ' iso']"
Senior SEO Specialist,BayanTech,"Cairo, Egypt",Not specified,None,"[' Human Resources ', ' Marketing/PR/Advertising ', ' Media/Journalism/Publishing ', ' Marketing ', ' Social Media ', ' SEO ', ' E-marketing ', ' Digital Marketing ', ' Media ', ' Human Resources (HR)']"
Operating System Administrator,inbox,"Riyadh, Saudi Arabia",Not specified,None,"[' Installation/Maintenance/Repair ', ' IT/Software Development ', ' Engineering - Telecom/Technology ', ' Information Technology (IT) ', ' Computer Science ', ' System Administration ', ' Engineering ', ' Installation ', ' Linux ', ' Computer Engineering']"
Business Analyst,inbox,"Riyadh, Saudi Arabia",Not specified,None,"[' IT/Software Development ', ' Analyst/Research ', ' Engineering - Telecom/Technology ', ' Business Analysis ', ' Information Technology (IT) ', ' Computer Science ', ' Analysis ', ' Software Development ', ' Software ', ' Computer Engineering']"
Devops Engineer,eVision,"New Cairo, Cairo, Egypt",Experienced,2 - 5 Yrs of Exp,"[' IT/Software Development ', ' DevOps ', ' Information Technology (IT) ', ' Oracle ', ' Engineering ', ' Computer Science ', ' Agile']"
"QA Engineer, Fintech",Optasia,"Cairo, Egypt",Experienced,3 - 7 Yrs of Exp,"[' IT/Software Development ', ' Quality ', ' QA ', ' quality ', ' Quality Assurance ', ' Quality Control ', ' Software ', ' SQL ', ' Python ', ' Engineering']"
Quality Assurance Testing Engineer,Confidential,"Mohandessin, Giza, Egypt",Experienced,0 - 5 Yrs of Exp,"[' IT/Software Development ', ' Quality ', ' Engineering - Telecom/Technology ', ' Communication ', ' Computer Science ', ' Engineering ', ' quality ', ' Quality Assurance ', ' Quality Control ', ' Software Development']"
IT Executive - Giza,Confidential,"Dokki, Giza, Egypt",Experienced,2 - 3 Yrs of Exp,"[' Installation/Maintenance/Repair ', ' Computer Science ', ' Hardware ', ' Information Technology (IT) ', ' English ', ' computer ', ' Communication ', ' IT ', ' Software']"
Quality Control Engineer,Obeikan Digital Solutions,"Cairo, Egypt",Experienced,2 - 7 Yrs of Exp,"[' IT/Software Development ', ' Agile ', ' Computer Science ', ' Engineering ', ' English ', ' quality ', ' Quality Assurance ', ' Quality Control ', ' Science ', ' Software']"
Full Stack Web Developer,IQRA Network,"Cairo, Egypt",Experienced,2 - 5 Yrs of Exp,"[' Creative/Design/Art ', ' IT/Software Development ', ' Engineering - Telecom/Technology ', ' Computer Science ', ' Full Stack ', ' HTML ', ' Information Technology (IT) ', ' Java ', ' JavaScript ', ' jQuery']"
Quality Control Chemist,GlassRock Insulation Co.,"Alsadat City, Monufya, Egypt",Experienced,1 - 4 Yrs of Exp,"[' Quality ', ' quality ', ' Quality Assurance ', ' Quality Control ', ' Science']"
Senior Flutter Developer,DEVOPSOLUTION,"Nasr City, Cairo, Egypt",Experienced,4+ Yrs of Exp,"[' IT/Software Development ', ' Engineering - Telecom/Technology ', ' Information Technology (IT) ', ' Flutter ', ' Software Development ', ' Android ', ' RESTful ', ' APIs ', ' Development ', ' Flutter Development']"
Senior Aris Developer,Giza Arabia Systems,"Cairo, Egypt",Not specified,None,"[' Business Development ', ' IT/Software Development ', ' Engineering - Telecom/Technology ', ' Information Technology (IT) ', ' Computer Science ', ' Software Development ', ' javaScript ', ' Software Engineering ', ' CSS ', ' HTML']"
Software Developer I (UI/UX) - Web GIS (Raster & Imagery),Esri,"Sharjah, United Arab Emirates",Not specified,None,"[' Business Development ', ' IT/Software Development ', ' Engineering - Telecom/Technology ', ' Information Technology (IT) ', ' Software Development ', ' Computer Science ', ' Software Engineering ', ' C# ', ' SQL ', ' .NET']"
Audit & Compliance Senior Supervisor,Xceed Contact Center,"Maadi, Cairo, Egypt",Experienced,5 - 6 Yrs of Exp,"[' Operations/Management ', ' Strategy/Consulting ', ' Engineering - Telecom/Technology ', ' Compliance ', ' Computer Science ', ' Engineering ', ' Auditing ', ' Quality Auditing ', ' audit & Compliance ', ' Data Governance (DG)']"
Senior Business Development Coordinator,Aedas,"Dubai, United Arab Emirates",Not specified,None,"[' Business Development ', ' Marketing/PR/Advertising ', ' Sales/Retail ', ' Business Development ', ' Sales ', ' Sales Skills ', ' Sales Target ', ' Marketing ', ' Customer Service ', ' Microsoft Office']"
IMS Technician(Onshore/ Offshore),Applus+,"Doha, Qatar",Not specified,None,"[' Installation/Maintenance/Repair ', ' IT/Software Development ', ' Engineering - Telecom/Technology ', ' business administration ', ' computer science ', ' finance ', ' help desk']"
Senior Full-Stack Java Developer (Java &Angular),CrossWorkers,"New Cairo, Cairo, Egypt",Experienced,6+ Yrs of Exp,"[' IT/Software Development ', ' Angular ', ' Development ', ' Java ', ' Software ', ' Software Engineering ', ' Computer Science']"
Senior Full Stack Developer,EGID company,"New Cairo, Cairo, Egypt",Experienced,5 - 7 Yrs of Exp,"[' IT/Software Development ', ' Engineering - Telecom/Technology ', ' Computer Science ', ' Angular ', ' Full Stack ', ' Software Development ', ' SQL ', ' Web Development ', ' Agile']"
System Administrator,MedVAlley S.A.E,"New Cairo, Cairo, Egypt",Experienced,3 - 5 Yrs of Exp,"[' IT/Software Development ', ' Administrator ', ' Information Technology (IT) ', ' Computer Science ', ' Networks ', ' Security ', ' LAN ', ' System administrator ', ' System Administration ', ' WAN']"
Business Analyst,Informatique Education,"Nasr City, Cairo, Egypt",Experienced,1 - 3 Yrs of Exp,"[' IT/Software Development ', ' Analysis ', ' Business Analysis ', ' business ', ' Communication skills ', ' Computer Science ', ' Information Technology (IT) ', ' quality ', ' systems analysis']"
DLP Engineer,ManpowerGroup Middle East,"Riyadh, Saudi Arabia",Not specified,None,"[' IT/Software Development ', ' Sales/Retail ', ' Engineering - Telecom/Technology ', ' DLP ', ' Engineering ', ' Fortinet ', ' Information Technology (IT) ', ' Sales ', ' Sales Skills ', ' Sales Target']"
IT Service Delivery Specialist (UAE National),Charterhouse Middle East,"Dubai, United Arab Emirates",Not specified,None,"[' Installation/Maintenance/Repair ', ' IT/Software Development ', ' Engineering - Telecom/Technology ', ' Information Technology (IT) ', ' Computer Science ', ' Computer Engineering ', ' Installation ', ' Customer Service ', ' Microsoft Office ', ' SAP']"
System Administrator,Arabia for Information Technology,"Cairo, Egypt",Experienced,3+ Yrs of Exp,"[' IT/Software Development ', ' Linux ', ' Windows Server ', ' Server Administration ', ' Data Center Management ', ' Ubuntu ', ' RHEL ', ' CentOS']"
Graduate Process Engineer (UAE National),Wood,"Dubai, United Arab Emirates",Not specified,None,"[' Manufacturing/Production ', ' Engineering - Telecom/Technology ', ' Engineering - Mechanical/Electrical ', ' Engineering ', ' Mechanical Engineering ', ' Production ', ' Electrical Engineering ', ' Mechatronics ', ' Industrial Engineering ', ' Information Technology (IT)']"
Head of Technical Delivery- Government Business Solutions,Giza Arabia Systems,"Cairo, Egypt",Not specified,None,"[' IT/Software Development ', ' Sales/Retail ', ' Engineering - Telecom/Technology ', ' information technology (it) ', ' computer science ', ' engineering ', ' sales ', ' software development ', ' project management ', ' software']"
IT System Admin,Delta Egypt For Lighting,"Obour City, Cairo, Egypt",Experienced,3 - 5 Yrs of Exp,"[' IT/Software Development ', ' Computer Engineering ', ' Administration ', ' Engineering ', ' Information Technology (IT) ', ' IT ', ' Linux ', ' Computer Science ', ' System Administration ', ' Network Administration']"
Full-Stack .NET Web Developer,Nahr Development,"Mokattam, Cairo, Egypt",Experienced,6 - 10 Yrs of Exp,"[' IT/Software Development ', ' Engineering - Telecom/Technology ', ' Information Technology (IT) ', ' ASP.NET ', ' .NET ', ' C# ', ' Microsoft SQL Server ', ' ADO.NET ', ' JavaScript ', ' MVC']"
Quality Control Specialist,El Mohandess Print House,"10th of Ramadan City, Sharqia, Egypt",Experienced,1 - 3 Yrs of Exp,"[' males_only ', ' Quality ', ' Quality Control ', ' Quality Assurance ', ' Manufacturings ', ' Product Testing ', ' Analytical ', ' Science ', ' quality ', ' Manufacturing ', ' Control']"
Business Analyst Intern,McKinsey & Company,"Abu Dhabi, United Arab Emirates",Not specified,None,"[' IT/Software Development ', ' Analyst/Research ', ' Engineering - Telecom/Technology ', ' Business Analysis ', ' Information Technology (IT) ', ' Computer Science ', ' Analysis ', ' Business Development ', ' Software Development ', ' Software']"
Chief Financial Officer,Career Raiser,"Dubai, United Arab Emirates",Not specified,None,"[' Accounting/Finance ', ' Operations/Management ', ' C-Level Executive/GM/Director ', ' Finance ', ' Accounting ', ' Financial Management ', ' Financial Analysis ', ' Management ', ' MBA ', ' Microsoft Office']"
IT Manager,Noases,"Nasr City, Cairo, Egypt",Experienced,10 - 15 Yrs of Exp,"[' IT/Software Development ', ' computer ', ' Computer Engineering ', ' Communication ', ' Information technology ', ' Information Technology (IT) ', ' Infrastructure ', ' IT ', ' Computer Science ', ' technical']"
Senior Application Analyst,Mekdam Holding Group,"Doha, Qatar",Not specified,None,"[' IT/Software Development ', ' Analyst/Research ', ' Engineering - Telecom/Technology ', ' Information Technology (IT) ', ' Computer Science ', ' Analysis ', ' Business Analysis ', ' Software Development ', ' Engineering ', ' Software']"
Network Systems Engineer (Pre-Sales) - Cloud Networking,"Arista Networks, Inc.","Riyadh, Saudi Arabia",Not specified,None,"[' Installation/Maintenance/Repair ', ' IT/Software Development ', ' Engineering - Telecom/Technology ', ' Information Technology (IT) ', ' Computer Science ', ' Engineering ', ' Computer Engineering ', ' Installation ', ' Networking ', ' Networks']"
Quality Assurance Tester,Al Ahly capital holding,"Maadi, Cairo, Egypt",Experienced,1 - 3 Yrs of Exp,"[' IT/Software Development ', ' Quality ', ' Quality Assurance ', ' QA ', ' Computer Science ', ' Testing ', ' SQL ', ' ITIL ', ' Software ', ' Quality Control']"
System Admin,BayanTech,"Cairo, Egypt",Not specified,None,"[' Installation/Maintenance/Repair ', ' IT/Software Development ', ' Engineering - Telecom/Technology ', ' Information Technology (IT) ', ' Computer Science ', ' System Administration ', ' Administration ', ' Engineering ', ' Linux ', ' Troubleshooting']"
